"MONTH","P_TC","P_PFPR","P_TACT","FREQ_plasmepsin_95","FREQ_plasmepsin_50","FREQ_plasmepsin_05","FREQ_580Y_95","FREQ_580Y_50","FREQ_580Y_05","FREQ_mdr1_95","FREQ_mdr1_50","FREQ_mdr1_05","FREQ_184F_95","FREQ_184F_50","FREQ_184F_05","FREQ_86Y_95","FREQ_86Y_50","FREQ_86Y_05","FREQ_76T_95","FREQ_76T_50","FREQ_76T_05"
29,0.25,0.001,"baseline",0.20130145,0.0251772,0,0.2743043,0.0772899,0.006604339,0.17191635,0.0324011,0.0020572865,0.1727279,0.0235024,0.00156730205,0.8602833,0.615754,0.1936366,0.9192633,0.7281225,0.3728039
30,0.25,0.001,"baseline",0.2147496,0.0267486,0,0.28016755,0.07568785,0.006741851,0.1748285,0.0309942,0.002028504,0.169068,0.0271045,0.0013135665,0.85891705,0.609752,0.20574975,0.91841315,0.742537,0.3565127
31,0.25,0.001,"baseline",0.20336145,0.02592405,0,0.3059774,0.07725465,0.0066333905,0.16611325,0.03342565,0.0020644875,0.1632881,0.02735465,0.0017153325,0.8628786,0.6024795,0.19680375,0.92426615,0.730551,0.36647225
32,0.25,0.001,"baseline",0.22931945,0.024378,0,0.2870272,0.0764553,0.005513607,0.1583654,0.03383445,0.002124789,0.163781,0.0319316,0.0013332309,0.87626265,0.6093875,0.1905569,0.91738735,0.7215175,0.35914795
33,0.25,0.001,"baseline",0.2139008,0.0294265,0,0.2958653,0.07754985,0.007270466,0.15468255,0.0329567,0.001965495,0.15911365,0.0353998,0.001545337,0.8788255,0.607905,0.19626735,0.90780485,0.724543,0.35967015
34,0.25,0.001,"baseline",0.2130018,0.0299828,0,0.2889672,0.07504935,0.0080364815,0.15551935,0.03509835,0.001278373,0.169606,0.03185135,0.0015742835,0.86159455,0.6058575,0.19136615,0.91572335,0.7266615,0.3779858
35,0.25,0.001,"baseline",0.2168122,0.0308823,0,0.2920075,0.07963755,0.007098217,0.1646519,0.03358635,0.0014897965,0.1718474,0.03280725,0.0016003165,0.87532115,0.6067865,0.1887421,0.91756615,0.729558,0.3713926
36,0.25,0.001,"baseline",0.2044498,0.03520625,0,0.2866929,0.08136115,0.006514553,0.15737885,0.0341818,0.0018309535,0.17043885,0.03217095,0.0020268455,0.88165075,0.612178,0.1777789,0.91836625,0.7246505,0.3713084
37,0.25,0.001,"baseline",0.21118585,0.0340913,0,0.317844,0.0783068,0.0069158795,0.15223135,0.036817,0.0020093675,0.1717697,0.03116985,0.00092322615,0.87292075,0.605794,0.1533803,0.9254973,0.7176215,0.3999958
38,0.25,0.001,"baseline",0.2238532,0.03663705,0,0.32231815,0.08032185,0.0056934065,0.1592911,0.0343551,0.0022562325,0.181189,0.0286878,0.0008796297,0.89038565,0.6197585,0.15027765,0.93083405,0.7152005,0.3841692
39,0.25,0.001,"baseline",0.25397725,0.0352998,0,0.31874605,0.081319,0.006119888,0.1523606,0.0317821,0.001422771,0.2021345,0.02970045,0.0007498027,0.8874622,0.6232425,0.17051705,0.9376575,0.712984,0.37943765
40,0.25,0.001,"baseline",0.2470495,0.03086975,0,0.3142358,0.08149445,0.0051001025,0.1473706,0.0289226,0.0015962095,0.19224205,0.0295203,0.0007883822,0.87628465,0.6147745,0.1357886,0.93935445,0.7213635,0.36852125
41,0.25,0.001,"baseline",0.24231095,0.02957295,0,0.29594345,0.0825899,0.0067195325,0.1349832,0.02833535,0.001345026,0.194398,0.03145615,0.0013991125,0.88566685,0.6197245,0.1643152,0.94691115,0.726676,0.36914675
42,0.25,0.001,"baseline",0.24843985,0.0295123,0,0.3145655,0.0857744,0.005753549,0.13110015,0.02645685,0.001342829,0.2044011,0.02423035,0.0009111245,0.8747359,0.632583,0.16377045,0.94516925,0.7196055,0.35981375
43,0.25,0.001,"baseline",0.2705268,0.02704095,0,0.2956665,0.0827654,0.007806412,0.13763185,0.0285093,0.001281328,0.19730355,0.02590185,0.00088454405,0.8787477,0.6301575,0.1544479,0.9456829,0.716735,0.36198845
44,0.25,0.001,"baseline",0.25399805,0.029022,0,0.29224115,0.08114795,0.0096627355,0.14621075,0.0332479,0.0013397805,0.20583315,0.02741205,0.0010532175,0.8805286,0.6143755,0.12951385,0.9478448,0.7168345,0.3691134
45,0.25,0.001,"baseline",0.24978885,0.0330899,0,0.3197078,0.09155815,0.0099938815,0.1407373,0.03234255,0.000974358,0.2165467,0.02670255,0.001108517,0.8859204,0.6159645,0.12369635,0.94865455,0.7214685,0.3718937
46,0.25,0.001,"baseline",0.2765619,0.0325715,0,0.3052314,0.091525,0.008326008,0.1425768,0.02578645,0,0.2217635,0.02419965,0.002018555,0.88507815,0.615984,0.11329345,0.9400754,0.7250405,0.36897585
47,0.25,0.001,"baseline",0.29747215,0.03032705,0,0.2922381,0.0949555,0.006690236,0.1641031,0.02809835,0,0.22398255,0.02335505,0.0018012355,0.89594315,0.603564,0.1305556,0.9468154,0.729426,0.35892465
48,0.25,0.001,"baseline",0.26706745,0.02626145,0,0.2990608,0.0997766,0.0042603685,0.15348495,0.02829255,0.000953819,0.2284734,0.02288695,0.0016954425,0.8814361,0.602373,0.1231912,0.9388324,0.71541,0.3528409
49,0.25,0.001,"baseline",0.2615477,0.02676705,0,0.29434665,0.09303255,0.006597709,0.14963245,0.02886975,0.0009519,0.2402013,0.0242894,0.001292235,0.8742354,0.6008845,0.1145108,0.9304257,0.706059,0.35510045
50,0.25,0.001,"baseline",0.2906291,0.0308362,0,0.2966392,0.10376815,0.0052537175,0.14338415,0.0305932,0.000941526,0.22297055,0.02404605,0.000995809,0.87298545,0.597347,0.10540645,0.9308738,0.721836,0.3638917
51,0.25,0.001,"baseline",0.2841314,0.0292735,0,0.2918845,0.09889215,0.004902492,0.15910715,0.03220525,0,0.2132199,0.02775045,0,0.86747485,0.603658,0.09750998,0.93652815,0.7202475,0.3672045
52,0.25,0.001,"baseline",0.2991177,0.0288223,0,0.3191454,0.09516415,0.0076383535,0.1463463,0.0315138,0,0.21622675,0.028986,0,0.871182,0.604637,0.090548165,0.94731535,0.723542,0.36967465
53,0.25,0.001,"baseline",0.2961261,0.0278684,0,0.32103195,0.1000555,0.005808717,0.1477375,0.03173935,0,0.2068955,0.02687555,0,0.8694327,0.615701,0.083438845,0.94173105,0.7251825,0.3608058
54,0.25,0.001,"baseline",0.27882505,0.0261745,0,0.31940885,0.09761775,0.0074672395,0.16914105,0.02863565,0,0.2036597,0.0307233,0,0.8750534,0.5996955,0.08905756,0.9496857,0.71788,0.34846315
55,0.25,0.001,"baseline",0.2938587,0.0291793,0,0.3328651,0.09476975,0.007244747,0.16399685,0.0281455,0,0.2195791,0.0287653,0.000958626,0.8680965,0.6050315,0.098154375,0.94639965,0.709886,0.35700405
56,0.25,0.001,"baseline",0.28174345,0.02548745,0,0.3239183,0.09938255,0.006752441,0.1917509,0.02904155,0,0.20433155,0.03174105,0.001135003,0.88541285,0.6043275,0.091095835,0.9490579,0.70886,0.35084695
57,0.25,0.001,"baseline",0.29603585,0.02402165,0,0.33452455,0.1024555,0.0046957235,0.18587855,0.0282843,0,0.2101097,0.03293805,0,0.89588165,0.6038465,0.08586361,0.94820385,0.703517,0.3470074
58,0.25,0.001,"baseline",0.32239665,0.0322785,0,0.32760075,0.1030065,0.004579041,0.19782105,0.02907315,0,0.2043847,0.03362415,0,0.8994212,0.6136555,0.08527474,0.9515972,0.714148,0.35199655
59,0.25,0.001,"baseline",0.3081138,0.03144675,0,0.3219865,0.1075875,0.0059148635,0.2200543,0.0327869,0,0.21978755,0.0326473,0.00084897225,0.90653485,0.604364,0.0753336,0.959277,0.704165,0.35993995
60,0.25,0.001,"baseline",0.3067662,0.02912435,0,0.31328295,0.111386,0.0040661175,0.21220615,0.0315459,0,0.23572515,0.0360959,0.00142744,0.8980053,0.6170565,0.05265389,0.9450136,0.699935,0.3374989
61,0.25,0.001,"baseline",0.32612755,0.027638,0,0.32555535,0.101402,0.003052575,0.20343685,0.03047325,0,0.230187,0.03877005,0.001417913,0.9068377,0.6158205,0.049072725,0.93902645,0.697782,0.35413805
62,0.25,0.001,"baseline",0.3201251,0.02535405,0,0.3196177,0.1051205,0.0030522275,0.1971988,0.0298262,0,0.23213285,0.0350032,0.001866408,0.9083604,0.635159,0.07308536,0.9293852,0.7088785,0.3123283
